,SeniorCitizen,tenure,MonthlyCharges,genderdummies,Dependentsdummi,PhoneServicedmi,internetservice,DeviceProtection,TechSupport,CableService,oneyear,twoyear,PaperlessBilling,Credit card (automatic),Electronic check,Mailed check,Churn,TotalCharges
976,0,1,69.9,1,0,1,1,0,0,0,0,0,1,0,1,0,1,69.9
977,0,11,75.25,0,0,1,1,0,0,0,0,0,0,0,1,0,0,888.65
978,1,62,103.75,1,0,1,1,1,0,1,1,0,1,0,1,0,1,6383.35
979,0,35,54.95,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1916.0
980,0,20,19.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,413.0
981,0,40,19.6,1,1,1,0,0,0,0,0,1,0,0,0,1,0,808.95
982,0,39,47.85,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1886.4
983,0,1,86.6,1,0,1,1,0,0,1,0,0,1,0,1,0,1,86.6
984,0,72,23.75,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1679.25
985,1,33,80.6,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2656.5
986,0,12,43.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,540.95
987,0,1,19.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19.75
988,0,27,19.15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,537.35
989,0,34,19.6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,678.8
990,0,56,80.3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4513.65
991,0,58,24.35,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1423.85
992,0,22,25.25,0,1,1,0,0,0,0,0,1,0,1,0,0,0,555.4
993,0,10,26.1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,225.55
994,0,13,20.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,268.45
995,0,35,85.3,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2917.5
996,0,34,70.0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,2416.1
997,1,4,94.3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,424.45
998,0,72,20.7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1492.1
999,0,2,70.3,1,0,1,1,0,1,1,0,0,0,0,1,0,0,132.4
1000,0,7,95.35,0,0,1,1,1,0,1,0,0,1,0,1,0,1,660.9
1001,1,27,75.5,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1893.95
1002,0,4,69.55,1,1,1,1,0,0,0,0,0,1,0,0,1,0,284.9
1003,0,37,19.85,0,0,1,0,0,0,0,0,1,0,0,0,1,0,784.25
1004,0,21,20.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,417.7
1005,1,53,95.85,0,0,1,1,0,0,1,1,0,1,1,0,0,0,5016.25
1006,0,18,90.1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1612.75
1007,0,2,68.95,0,0,1,1,0,0,0,0,0,0,0,1,0,1,119.75
1008,0,32,99.55,1,1,1,1,0,0,1,0,0,1,1,0,0,1,3204.65
1009,1,23,20.75,1,0,1,0,0,0,0,1,0,1,0,1,0,0,485.2
1010,0,3,50.15,1,0,1,1,0,0,0,0,0,1,0,0,1,0,160.85
1011,0,71,58.65,0,1,0,1,0,1,1,0,1,0,0,0,1,0,4145.25
1012,0,9,95.9,1,0,1,1,0,1,1,0,0,1,0,0,0,0,827.45
1013,0,1,49.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,49.5
1014,0,18,57.45,1,1,1,1,1,0,1,0,0,0,0,1,0,1,990.85
1015,0,12,53.65,1,1,1,1,0,0,1,1,0,0,1,0,0,1,696.35
1016,0,71,80.1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,5585.4
1017,0,64,24.4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1601.2
1018,0,4,40.05,1,0,0,1,0,1,1,0,0,1,0,1,0,0,162.45
1019,0,23,19.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,470.2
1020,0,39,51.05,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2066.0
1021,0,28,54.35,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1426.45
1022,1,5,84.7,0,0,1,1,0,0,1,0,0,1,0,1,0,0,392.5
1023,1,45,86.1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,3861.45
1024,0,37,70.35,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2552.9
1025,1,60,110.0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,6668.35
1026,1,8,100.6,1,0,1,1,1,0,1,0,0,1,0,1,0,1,819.4
1027,0,47,94.9,0,0,1,1,1,0,1,1,0,0,1,0,0,0,4615.25
1028,0,26,83.75,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2070.6
1029,1,3,88.3,0,1,1,1,0,1,1,0,0,1,0,0,1,1,273.75
1030,0,50,69.75,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3557.7
1031,0,27,71.6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1957.1
1032,1,8,92.1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,729.95
1033,0,62,23.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1416.75
1034,0,71,81.85,0,0,1,1,1,1,1,0,1,0,0,0,0,0,5924.4
1035,0,66,25.1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1697.7
1036,0,68,114.7,1,1,1,1,1,1,1,0,1,1,0,0,0,0,7849.85
1037,0,13,49.15,0,0,0,1,1,0,1,0,0,0,0,1,0,0,649.4
1038,0,56,80.9,1,0,1,1,0,0,1,1,0,1,0,1,0,0,4557.5
1039,0,38,79.45,1,0,1,1,0,0,0,0,0,1,0,1,0,1,3013.05
1040,1,14,90.45,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1266.1
1041,0,16,19.3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,360.35
1042,0,14,70.2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1046.5
1043,0,32,69.75,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2347.9
1044,0,8,54.25,0,0,1,1,0,1,0,1,0,0,0,0,0,0,447.75
1045,0,43,99.3,0,1,1,1,1,0,1,0,0,1,0,0,0,0,4209.95
1046,0,52,74.0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,3877.65
1047,0,3,50.25,1,0,1,1,0,1,0,0,0,1,0,0,1,0,152.3
1048,0,29,19.8,1,0,1,0,0,0,0,1,0,1,0,0,1,0,572.2
1049,0,1,19.65,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19.65
1050,1,12,43.65,1,0,0,1,1,1,1,0,0,1,0,1,0,1,526.95
1051,0,16,35.5,0,1,0,1,0,0,1,0,0,1,1,0,0,0,552.7
1052,0,40,80.75,0,0,1,1,1,1,1,1,0,1,0,0,1,0,3208.65
1053,0,5,39.5,0,0,0,1,1,0,1,0,0,0,0,1,0,1,210.75
1054,0,40,97.1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,3706.95
1055,0,36,19.55,0,0,1,0,0,0,0,1,0,0,0,0,1,0,620.75
1056,0,5,80.0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,412.5
1057,0,10,84.7,0,0,1,1,0,0,1,0,0,1,0,0,1,1,832.05
1058,0,2,89.55,1,1,1,1,0,0,1,0,0,1,0,0,0,1,185.55
1059,0,23,90.6,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1943.2
1060,0,26,20.05,1,1,1,0,0,0,0,1,0,1,0,0,0,0,505.9
1061,1,72,112.4,0,0,1,1,1,0,1,0,1,1,0,1,0,0,8046.85
1062,0,34,50.2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1815.3
1063,0,10,62.25,1,0,1,1,0,1,1,0,0,0,0,0,0,0,612.95
1064,0,14,55.7,0,0,1,1,0,1,0,1,0,0,0,0,1,0,795.15
1065,0,23,90.05,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2169.8
1066,0,47,19.65,1,0,1,0,0,0,0,0,1,0,0,0,1,0,973.1
1067,0,24,89.25,1,0,1,1,0,1,1,0,0,1,0,1,0,0,2210.2
1068,0,49,99.05,1,0,1,1,0,0,1,0,0,1,0,0,0,1,4853.75
1069,1,20,54.0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1055.9
1070,0,2,69.75,0,0,1,1,0,0,0,0,0,0,0,0,0,1,144.55
1071,0,2,49.05,0,0,1,1,0,0,0,0,0,1,1,0,0,1,91.1
1072,0,22,56.75,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1304.85
1073,0,7,98.05,1,0,1,1,1,0,1,0,0,1,0,0,0,1,713.0
1074,0,1,21.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,21.1
1075,0,59,96.65,0,1,1,1,0,1,1,0,0,1,0,0,0,0,5580.8
1076,0,58,24.5,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1497.9
1077,0,41,114.5,0,0,1,1,1,1,1,0,0,1,0,0,0,1,4527.45
1078,1,59,79.2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,4590.35
1079,0,3,69.55,0,1,1,1,0,0,0,0,0,1,0,1,0,0,200.2
1080,0,32,20.05,1,0,1,0,0,0,0,0,1,1,0,0,0,0,614.45
1081,1,46,98.85,1,0,1,1,1,0,1,0,0,1,0,1,0,0,4564.9
1083,0,2,80.95,1,0,1,1,0,0,1,0,0,1,0,1,0,1,171.15
1084,0,52,19.6,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1012.4
1085,1,13,74.3,0,0,1,1,1,0,0,0,0,1,0,1,0,1,940.35
1086,1,11,89.7,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1047.7
1087,0,32,87.65,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2766.4
1088,1,17,100.45,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1622.45
1089,0,16,74.75,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1129.35
1090,0,51,107.45,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5680.9
1091,0,29,75.35,1,0,1,1,1,1,1,1,0,1,0,0,0,0,2243.9
1092,0,70,64.95,1,0,1,1,1,1,0,0,1,0,1,0,0,0,4523.25
1093,0,71,100.45,0,1,1,1,1,1,1,0,1,0,0,1,0,0,7159.7
1094,0,41,68.5,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2839.95
1095,0,1,80.55,1,0,1,1,0,0,1,0,0,1,0,1,0,0,80.55
1096,0,7,81.25,0,0,1,1,1,1,1,0,0,0,0,0,0,0,580.1
1097,0,25,90.4,1,1,1,1,0,0,1,1,0,1,0,1,0,1,2178.6
1098,0,67,89.55,1,1,1,1,0,1,0,1,0,0,0,1,0,0,6038.55
1099,0,5,55.7,1,1,1,1,0,1,0,0,0,1,0,0,1,0,259.4
1100,0,15,24.8,1,1,1,0,0,0,0,0,0,1,0,1,0,0,324.15
1101,0,20,20.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,417.65
1102,0,3,56.15,1,1,1,1,1,0,0,0,0,1,0,0,1,1,168.15
1103,0,54,105.2,1,1,1,1,0,1,1,1,0,1,0,1,0,0,5637.85
1104,0,42,19.55,1,0,1,0,0,0,0,1,0,1,0,0,1,0,839.4
1105,0,9,79.75,0,0,1,1,0,0,1,0,0,1,0,1,0,0,769.1
1106,0,63,97.45,0,0,1,1,0,0,1,0,1,0,0,0,0,0,6253.0
1107,0,69,24.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1641.8
1108,0,69,24.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1678.05
1109,0,40,50.15,1,0,1,1,0,0,0,0,0,1,0,0,1,0,2058.5
1110,0,60,39.6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2424.5
1111,0,4,94.4,0,0,1,1,1,1,1,0,0,1,0,0,0,1,387.2
1112,1,71,89.85,0,0,1,1,1,1,1,0,1,0,0,0,1,0,6293.45
1113,0,37,78.95,0,0,1,1,1,0,0,0,0,1,1,0,0,1,2839.65
1114,0,32,98.85,1,0,1,1,0,0,1,0,0,1,1,0,0,0,3145.9
1115,0,39,53.85,1,0,1,1,0,1,0,0,1,1,1,0,0,0,2200.7
1116,0,38,24.25,0,0,1,0,0,0,0,1,0,1,0,1,0,0,914.4
1117,0,52,89.45,1,0,1,1,1,0,1,0,1,1,1,0,0,0,4577.75
1118,0,48,105.25,0,1,1,1,0,0,1,0,0,1,1,0,0,0,4997.5
1119,0,70,59.5,1,1,0,1,1,1,1,0,1,0,0,0,0,0,4144.8
1120,0,20,70.55,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1493.55
1121,0,50,82.5,0,0,1,1,1,1,1,1,0,1,1,0,0,0,4179.1
1122,0,19,44.85,0,0,0,1,0,0,1,1,0,1,1,0,0,1,893.55
1123,0,25,61.6,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1611.0
1124,0,12,49.05,1,0,1,1,0,0,0,0,0,1,0,0,0,0,593.05
1125,1,39,105.65,1,0,1,1,1,0,1,0,0,1,0,1,0,1,4284.8
1126,0,7,74.65,1,0,1,1,1,0,0,0,0,0,0,0,1,1,544.55
1127,0,23,66.25,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1533.8
1128,0,27,19.4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,529.8
1129,1,47,86.05,1,0,1,1,0,0,1,0,0,1,1,0,0,0,3865.6
1130,0,26,19.15,1,1,1,0,0,0,0,0,1,1,1,0,0,0,515.75
1131,0,14,64.7,0,0,1,1,0,0,1,0,0,1,0,0,0,1,941.0
1132,1,11,104.05,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1133.65
1133,0,2,19.25,1,1,1,0,0,0,0,0,0,0,0,0,1,0,48.35
1134,0,26,81.95,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2070.05
1135,1,72,114.65,0,0,1,1,1,1,1,0,1,1,0,0,0,0,8333.95
1136,0,63,20.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1209.25
1137,0,71,19.8,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1396.25
1138,0,11,65.15,1,1,1,1,0,0,1,0,0,1,0,0,0,0,723.35
1139,1,14,19.65,1,0,1,0,0,0,0,1,0,0,0,0,1,0,228.65
1140,0,13,88.95,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1161.75
1141,0,6,20.2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,98.35
1142,1,11,75.2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,775.3
1143,0,18,56.8,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1074.65
1144,0,1,35.55,1,0,0,1,0,0,1,0,0,1,0,1,0,1,35.55
1145,0,32,75.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2324.7
1146,0,29,35.6,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1072.6
1147,0,3,60.25,0,0,1,1,0,0,1,0,0,1,0,1,0,0,170.5
1148,0,2,95.15,0,0,1,1,0,0,1,0,0,1,0,1,0,1,196.9
1149,0,13,96.65,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1162.85
1150,0,41,40.35,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1677.85
1151,0,1,18.85,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18.85
1152,0,7,54.85,1,0,1,1,0,0,1,0,0,0,0,0,1,0,370.4
1153,0,52,64.3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,3410.6
1154,0,45,24.65,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1138.8
1155,0,70,76.1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,5264.25
1156,0,53,18.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1005.7
1157,1,62,97.95,0,0,1,1,1,0,1,1,0,1,1,0,0,0,5936.55
1158,0,60,94.1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,5475.9
1159,1,3,80.4,0,0,1,1,0,0,1,0,0,1,0,1,0,1,224.05
1160,1,23,95.1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2326.05
1161,0,1,31.35,1,1,0,1,0,0,0,0,0,1,0,0,1,1,31.35
1162,0,67,72.35,0,0,1,1,1,1,1,1,0,1,0,0,0,0,4991.5
1163,0,12,89.75,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1052.4
1164,1,71,82.7,0,0,1,1,1,1,1,0,1,1,0,0,0,0,5831.2
1165,0,25,19.9,1,0,1,0,0,0,0,1,0,0,1,0,0,0,510.8
1166,0,5,53.8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,283.95
1167,0,26,51.55,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1295.4
1168,0,1,19.65,1,1,1,0,0,0,0,1,0,0,0,0,1,0,19.65
1169,1,70,44.05,1,0,0,1,1,0,1,1,0,1,1,0,0,0,3011.65
1170,0,72,114.0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,8093.15
1171,0,60,94.4,1,0,1,1,0,0,1,1,0,1,0,1,0,1,5610.25
1172,1,32,100.4,0,1,1,1,0,0,1,0,0,1,0,1,0,0,3217.65
1173,0,1,19.85,1,0,1,0,0,0,0,0,0,1,0,1,0,1,19.85
1174,0,14,54.25,0,0,1,1,0,0,0,1,0,1,0,0,1,0,773.2
1175,0,13,80.0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1029.35
1176,0,6,109.9,0,0,1,1,1,1,1,0,0,1,1,0,0,1,669.45
1177,0,46,79.2,0,0,1,1,1,0,1,0,1,0,0,0,1,0,3593.8
1178,0,15,101.35,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1553.95
1179,1,43,94.3,1,0,1,1,0,1,1,0,0,1,0,1,0,0,3953.15
1180,0,39,49.8,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1971.15
1181,1,21,60.05,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1236.15
1182,0,57,53.75,1,0,0,1,1,0,1,0,0,1,0,1,0,0,3196.0
1183,0,53,93.45,0,0,1,1,0,1,1,1,0,1,0,1,0,0,4872.2
1184,0,18,87.9,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1500.5
1185,0,1,60.15,0,0,1,1,0,0,1,0,0,1,0,1,0,1,60.15
1186,0,58,61.05,0,0,1,1,0,1,0,1,0,1,0,0,0,0,3478.75
1187,1,71,104.05,0,0,1,1,1,0,1,0,1,0,0,0,0,0,7413.55
1188,0,35,99.25,0,0,1,1,1,1,1,1,0,1,0,1,0,0,3532.0
1189,0,3,85.7,1,0,1,1,1,0,1,0,0,0,1,0,0,0,256.75
1190,0,38,104.85,1,0,1,1,0,0,1,1,0,1,0,1,0,0,3887.25
1191,0,35,69.15,1,1,1,1,1,1,0,0,1,1,1,0,0,0,2490.15
1192,0,7,90.45,1,0,1,1,1,0,1,0,0,1,0,1,0,1,593.45
1193,0,47,74.45,0,0,1,1,1,1,1,0,1,0,0,0,1,0,3510.3
1194,0,14,50.45,0,0,1,1,0,0,0,0,0,0,0,1,0,0,765.45
1195,1,20,60.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1259.35
1196,0,66,85.25,1,0,1,1,0,1,1,0,1,0,0,1,0,0,5538.35
1197,0,15,19.45,1,0,1,0,0,0,0,0,0,1,1,0,0,0,340.85
1198,0,42,20.75,0,0,1,0,0,0,0,0,1,1,0,0,0,0,844.45
1199,0,17,78.9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1348.95
1200,0,37,104.5,1,0,1,1,0,1,1,1,0,1,1,0,0,0,3778.0
1201,0,12,49.4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,611.65
1202,0,53,94.25,1,0,1,1,0,0,1,1,0,1,0,0,0,1,4867.95
1203,0,60,25.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1505.05
1204,0,18,25.55,1,1,0,1,0,0,0,0,0,0,1,0,0,0,467.85
1205,0,1,74.9,1,0,1,1,0,0,0,0,0,1,0,1,0,1,74.9
1206,0,3,70.15,0,0,1,1,0,0,0,0,0,1,0,1,0,0,194.2
1207,0,9,69.4,0,1,1,1,0,1,1,0,0,1,1,0,0,0,571.45
1208,0,1,80.25,0,0,1,1,0,0,1,0,0,1,0,1,0,1,80.25
1209,0,56,93.15,1,0,1,1,1,0,0,1,0,1,0,1,0,0,5253.95
1210,0,17,69.0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1149.65
1211,0,11,66.35,0,1,1,1,0,1,1,0,0,1,0,1,0,1,740.8
1212,0,7,69.55,1,0,1,1,0,0,0,0,0,1,0,1,0,0,521.35
1213,0,69,20.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1412.65
1214,0,19,86.0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1532.45
1215,0,3,80.3,0,1,1,1,0,0,1,0,0,1,0,1,0,1,250.05
1216,0,54,20.4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1090.6
1217,0,62,23.75,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1446.8
1218,0,24,90.55,1,0,1,1,0,0,1,0,0,1,1,0,0,1,2282.55
1219,0,62,70.45,0,1,1,1,0,0,1,0,0,1,1,0,0,0,4300.45
1220,0,17,65.75,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1111.2
1221,0,9,24.6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,190.1
1222,0,64,69.25,1,1,1,1,1,1,1,0,1,0,0,0,1,0,4447.75
1223,0,2,75.9,0,0,1,1,0,0,0,0,0,1,0,1,0,1,143.35
1224,0,1,45.85,1,1,1,1,0,0,0,0,0,1,0,0,1,1,45.85
1225,0,16,49.95,0,0,0,1,0,1,1,0,0,1,0,1,0,1,810.2
1226,0,72,24.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1830.05
1227,0,30,90.4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2820.65
1228,0,49,100.85,0,0,1,1,0,0,1,0,0,1,0,0,1,0,4847.35
1229,0,61,75.35,1,0,1,1,1,1,1,0,1,0,1,0,0,0,4729.3
1230,0,47,87.2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,4017.45
1231,0,20,64.4,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1398.6
1232,0,34,78.3,1,1,1,1,0,0,1,0,0,0,0,1,0,1,2564.3
1233,0,70,24.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1685.9
1234,0,54,105.85,1,1,1,1,0,1,1,1,0,1,0,1,0,0,5826.65
1235,1,61,98.3,1,0,1,1,1,1,1,1,0,1,0,0,1,0,6066.55
1236,0,3,76.95,1,0,1,1,0,0,0,0,0,1,0,1,0,1,228.4
1237,0,13,19.45,1,0,1,0,0,0,0,1,0,0,0,0,1,0,270.2
1238,1,16,96.15,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1529.2
1239,0,3,58.7,0,1,1,1,0,0,1,0,0,1,1,0,0,0,168.6
1240,0,25,20.15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,536.35
1241,0,30,64.5,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1888.45
1242,0,21,28.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,629.35
1243,0,1,45.3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,45.3
1244,0,15,19.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,289.3
1245,1,23,90.45,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2117.25
1246,0,45,105.15,0,1,1,1,0,0,1,0,0,1,0,1,0,0,4730.9
1247,0,24,83.15,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2033.05
1248,0,11,90.15,0,0,1,1,0,1,1,0,0,0,0,1,0,1,987.95
1249,0,1,45.05,1,0,1,1,0,0,0,0,0,0,0,0,1,1,45.05
1250,0,56,103.2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,5744.35
1251,0,1,75.8,0,0,1,1,0,0,0,0,0,0,0,1,0,1,75.8
1252,0,1,19.45,1,0,1,0,0,0,0,0,0,0,0,1,0,0,19.45
1253,0,7,79.3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,523.15
1254,1,55,88.8,0,0,1,1,1,1,1,0,1,0,1,0,0,0,4805.3
1255,0,2,30.9,0,0,0,1,0,1,0,0,0,1,0,1,0,1,59.05
1256,0,72,85.9,0,1,1,1,1,1,1,0,1,1,1,0,0,0,6110.75
1257,1,45,34.2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1596.6
1258,0,47,20.15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1046.2
1259,1,46,95.25,0,0,1,1,0,0,1,1,0,0,1,0,0,1,4424.2
1260,0,2,50.3,1,0,1,1,0,0,0,0,0,1,0,0,1,0,92.75
1261,0,2,80.15,0,0,1,1,0,1,0,0,0,1,0,1,0,0,194.55
1262,0,12,51.25,0,0,1,1,0,0,0,0,0,1,0,1,0,0,612.1
1263,1,68,89.6,0,0,1,1,0,0,1,0,0,1,0,0,0,1,6127.6
1264,0,69,95.2,1,1,1,1,0,1,1,0,1,1,1,0,0,0,6671.7
1265,1,56,94.8,1,1,1,1,0,0,1,1,0,0,1,0,0,0,5264.3
1266,1,4,80.25,0,0,1,1,0,0,0,0,0,1,0,1,0,0,303.7
1267,0,64,76.1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,4818.8
1268,0,59,110.15,1,0,1,1,1,0,1,1,0,1,0,1,0,1,6448.05
1269,0,62,115.55,1,1,1,1,1,1,1,0,1,0,0,0,0,0,7159.05
1270,0,63,24.65,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1574.5
1271,0,53,53.6,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2879.2
1272,0,5,19.45,1,1,1,0,0,0,0,0,0,0,0,0,1,0,86.05
1273,1,49,88.2,1,0,1,1,1,0,0,0,0,1,0,1,0,0,4159.45
1274,0,62,101.15,0,1,1,1,0,0,1,0,1,1,0,0,0,0,6638.35
1275,0,55,56.8,0,0,1,1,0,1,0,0,1,0,0,0,1,0,3112.05
1276,1,71,99.4,0,0,1,1,1,1,1,0,1,1,0,1,0,0,7168.25
1277,0,72,20.1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1326.25
1278,0,36,60.7,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2234.55
1279,0,25,20.95,1,0,1,0,0,0,0,1,0,1,0,0,0,0,495.15
1280,1,72,114.85,0,0,1,1,1,1,1,0,1,1,0,0,0,0,8317.95
1281,0,36,19.25,0,0,1,0,0,0,0,1,0,1,0,0,0,0,679.8
1282,0,1,62.8,1,0,1,1,0,0,1,0,0,1,0,0,1,0,62.8
1283,0,72,105.5,0,0,1,1,1,0,1,0,1,1,0,1,0,0,7544.0
1284,0,59,19.85,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1188.25
1285,1,7,89.5,1,0,1,1,0,0,1,0,0,1,0,1,0,1,676.7
1286,0,1,74.1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,74.1
1287,0,30,107.5,0,1,1,1,1,1,1,0,0,1,0,1,0,0,3242.5
1288,0,64,19.55,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1240.15
1289,0,63,68.8,1,0,1,1,1,1,0,1,0,0,0,0,0,0,4111.35
1290,1,72,84.45,1,0,1,1,1,0,1,0,1,0,1,0,0,0,5899.85
1291,0,8,75.0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,632.95
1292,0,62,84.5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,5193.2
1293,0,67,111.2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,7530.8
1294,0,6,44.75,1,0,1,1,0,0,0,0,0,0,0,1,0,1,270.95
1295,0,70,80.6,0,1,1,1,0,1,1,0,1,1,0,0,0,0,5460.2
